date,exchange,market_type,trading_pair,volume
2022-12-09,kraken,spot,dot/eur,524895.3303133625
20221209,bitstamp,spot,rndr/usd,152.24565344701062
2022-12-09,binance,spot,matic/rub,2108.1317573270044
2022-12-09,kraken,spot,ltc/aud,15672.755635185624
2022-12-09,kraken,spot,icp/eur,12258.80133508428
2022-12-09,binance,spot,alice/busd,265612.5850002156
2022-12-09,kucoin,spot,movr/usdt,201968.39010087348
20221209,bitstamp,spot,usdt/usd,3015009.581324978
2022-12-09,kraken,spot,dot/usd,4970793.266123919
2022-12-09,kraken,spot,mngo/eur,1770.4948763594664
2022-12-09,kraken,spot,air/eur,570.4240391148754
2022-12-09,binance,spot,etc/eur,12550.262298172504
2022-12-09,bittrex,spot,dfch/usdt,1588.3773562394747
2022-12-08,kucoin,spot,mlk/usdt,80989.99358041151
2022-12-08,kucoin,spot,etn/eth,354.1403505575506
2022-12-08,kucoin,spot,zec/btc,24778.549736001125
2022-12-08,binance,spot,etc/btc,669242.4563666021
2022-12-08,bittrex,spot,cro/btc,39661.21221047095
2022-12-08,binance,spot,key/eth,4647.755642806447
2022-12-08,kraken,spot,doge/eur,595152.7367330315
20221208,bitstamp,spot,near/eur,5580.72551326097
2022-12-08,kraken,spot,grt/usd,48023.18328080909
2022-12-08,kraken,spot,sol/eur,431458.6545190431
2022-12-08,kraken,spot,inj/eur,1329.0909936546743
2022-12-08,binance,spot,voxel/bnb,282828.0200463225
2022-12-08,coinbase,spot,rndr/usdt,61349.759478599575
2022-12-08,binance,spot,uni/bnb,109771.72458086644
2022-12-08,kraken,spot,repv2/eth,125.45972120751588
2022-12-08,bittrex,spot,nxs/btc,618.6585698955757
20221208,bitstamp,spot,sol/eur,13705.943435156416
2022-12-08,coinbase,spot,sol/eur,545320.0241856065
2022-12-08,bittrex,spot,band/eth,94.30711556120484
2022-12-08,bittrex,spot,etc/btc,12836.016776598932
2022-12-08,kucoin,spot,link/usdc,73607.89136449684
20221208,bitstamp,spot,mpl/usd,10.512021395021232
2022-12-08,kraken,spot,axs/usd,90284.691931702
2022-12-08,binance,spot,hook/busd,22786089.60399696
2022-12-08,kraken,spot,enj/usd,29885.28511190822
2022-12-08,binance,spot,lsk/usdt,45367.20907730886
2022-12-08,kraken,spot,glmr/usd,99176.392661346
2022-12-08,binance,spot,flow/bnb,305948.6699769541
2022-12-08,binance,spot,btc/zar,568690.3702530763
2022-12-08,coinbase,spot,btrst/btc,12585.739282296154
2022-12-08,binance,spot,trb/usdt,2854421.637284257
2022-12-08,kucoin,spot,vra/usdt,1334422.0092785954
2022-12-08,kucoin,spot,rif/btc,42857.90926973909
2022-12-08,kucoin,spot,omg/usdt,8773.760384041936
2022-12-08,coinbase,spot,rad/usdt,27468.957104950263
2022-12-08,binance,spot,ftm/eur,73250.0431493801
2022-12-08,binance,spot,fio/busd,152855.25131058766
2022-12-08,binance,spot,ant/usdt,5504266.668469285
2022-12-08,binance,spot,algo/bnb,76279.80224445206
2022-12-08,bittrex,spot,myce/btc,161.33211913150177
2022-12-08,kraken,spot,lpt/usd,73311.2375609683
2022-12-08,coinbase,spot,skl/btc,26851.07747017783
2022-12-08,kucoin,spot,drgn/btc,20933.62390317842
2022-12-08,bittrex,spot,enj/eth,100.42929239419225
2022-12-08,binance,spot,link/aud,66010.74960748867
2022-12-08,binance,spot,bnt/usdt,705042.8040894776
2022-12-08,kucoin,spot,req/eth,1892.7829253225584
2022-12-08,kucoin,spot,orbs/btc,154.7206486019844
2022-12-08,binance,spot,tvk/busd,455615.3846267415
2022-12-08,binance,spot,rif/btc,32870.35574777493
2022-12-08,binance,spot,sol/eur,169279.9905319823
2022-12-08,binance,spot,linkup/usdt,730695.6156608398
2022-12-08,binance,spot,gal/eur,363653.1733177396
2022-12-08,kraken,spot,ftm/eur,63558.35026447678
2022-12-08 00:00:00.000,gemini,spot,shib/usd,44182.66772561188
2022-12-08,coinbase,spot,ksm/usdt,2604.834544470623
2022-12-08,kraken,spot,knc/btc,551.2839440155514
2022-12-08,kucoin,spot,eth/dai,13315.244302800427
2022-12-08,bittrex,spot,0mtc/btc,847.5373488847666
2022-12-08,binance,spot,paxg/bnb,41236.575714955296
2022-12-08,coinbase,spot,ada/btc,56570.43161043547
2022-12-08,binance,spot,dent/try,35136.42144062766
2022-12-08,binance,spot,stmx/busd,395664.4479172325
2022-12-08,binance,spot,link/usdt,25864762.36972261
2022-12-08,coinbase,spot,btc/eur,3332807.3976903874
2022-12-08,bittrex,spot,ada/btc,20314.140295214147
2022-12-08,coinbase,spot,forth/btc,55472.43242261165
2022-12-08,kucoin,spot,aoa/btc,759.5301969827816
2022-12-08,bittrex,spot,xvg/eth,91.49422549266296
2022-12-08,binance,spot,iota/eth,21581.55281684525
2022-12-08,kraken,spot,eth/dai,17212.126935600656
2022-12-08,binance,spot,ftm/btc,1551266.751099335
2022-12-08,kraken,spot,cqt/eur,6390.108312194167
2022-12-08,coinbase,spot,dia/eur,2630.990412514388
2022-12-08,kucoin,spot,kat/usdt,1209.2381652776555
2022-12-08,bittrex,spot,ren/usdt,766.4106222269852
2022-12-08,binance,spot,nbt/bidr,26351.95370637969
2022-12-08,kraken,spot,shib/usd,185354.5624409272
2022-12-08,binance,spot,mdt/btc,43250.85752090302
2022-12-08,kraken,spot,movr/eur,7056.843944058905
2022-12-08,binance,spot,hbar/busd,640172.6622984017
2022-12-08,coinbase,spot,knc/btc,7452.671874588899
2022-12-08,binance,spot,xlm/eth,40291.54210187059
20221208,bitstamp,spot,shib/usd,6713.198874087554
2022-12-08,binance,spot,tomo/usdt,270285.9760997789
2022-12-08,binance,spot,kp3r/busd,182995.02709109287
2022-12-08,coinbase,spot,fox/usd,9892.392000000003
2022-12-08,binance,spot,eur/busd,7394748.603439497
2022-12-08,binance,spot,orn/btc,65774.48946244776
2022-12-08,kraken,spot,nano/btc,7826.819382801237
2022-12-08,bittrex,spot,knc/btc,65.64719036016264
2022-12-08,binance,spot,crv/busd,1781553.7651589024
2022-12-08,kraken,spot,ctsi/usd,15033.308594859713
2022-12-08,kucoin,spot,gtc/usdt,1596.606650408778
2022-12-08,binance,spot,forc/btc,27716.67145664761
2022-12-08,kraken,spot,usdt/aud,136438.16995274005
2022-12-08,binance,spot,waves/eur,526479.1112580727
2022-12-08,bittrex,spot,klv/btc,91.77248119880949
2022-12-08,binance,spot,bnb/gbp,236435.1165896462
2022-12-08,binance,spot,auction/busd,248774.3787011792
2022-12-08,binance,spot,xrp/aud,540831.2601652493
2022-12-08,binance,spot,qi/usdt,1015612.8880910767
2022-12-08,binance,spot,perp/usdt,1058656.0948585935
2022-12-08,binance,spot,ltc/eth,690499.0405754589
2022-12-08,bittrex,spot,xdc/usdt,16967.362736390616
2022-12-08,bittrex,spot,game/usdt,2.7472835079048163
2022-12-08,kucoin,spot,axp/eth,4317.713638536136
2022-12-08,kraken,spot,ogn/usd,2369.7295338368817
2022-12-08,binance,spot,win/busd,77748.3038244666
20221208,bitstamp,spot,audio/btc,37.07481985749362
2022-12-08,binance,spot,sol/eth,191150.83861194135
2022-12-08,binance,spot,tfuel/btc,184261.01425033424
2022-12-08,binance,spot,dydx/bnb,31318.5515793484
2022-12-08,binance,spot,rad/busd,257806.7818429179
2022-12-08,bittrex,spot,game/btc,1076.7171143924545
2022-12-08,binance,spot,avax/busd,4257358.839534719
2022-12-08,coinbase,spot,cvx/usd,27237.31095327668
2022-12-08,binance,spot,binx/usdt,4642962.51570049
2022-12-08,binance,spot,ada/usdt,17132017.047607444
2022-12-08,kucoin,spot,tcp/usdt,12220.8539961801
2022-12-08,binance,spot,wax/bnb,159175.0718667207
2022-12-08 00:00:00.000,gemini,spot,btc/sgd,73168.66230024458
2022-12-08,kucoin,spot,uos/usdt,78053.7647080515
2022-12-08,kucoin,spot,looks/usdt,49339.33730291879
2022-12-08,binance,spot,dot/bnb,241970.95358217272
2022-12-08,binance,spot,inj/usdt,1723945.6124199997
2022-12-08,bittrex,spot,rsr/usdt,3896.176684892428
2022-12-08,kucoin,spot,ada/usdt,1817050.1195716693
2022-12-08,binance,spot,snx/busd,586117.0603107864
2022-12-08,kraken,spot,cqt/usd,5305.662650879974
2022-12-08,binance,spot,ocean/busd,2265985.4436353026
2022-12-08,binance,spot,kda/busd,909875.2274997666
2022-12-08,kucoin,spot,celo/btc,1531.2021943695606
2022-12-08,bittrex,spot,zrx/btc,86.88162621240119
2022-12-08,binance,spot,ada/bidr,27226.895640757863
2022-12-08,kucoin,spot,adx/usdt,25186.083672701698
2022-12-08,kucoin,spot,phnt/btc,3871.61497299616
2022-12-08,binance,spot,c98/busd,1622008.2787427416
2022-12-08,binance,spot,ogn/usdt,800863.1541251874
2022-12-08,binance,spot,ygg/busd,1114317.191162947
2022-12-08 00:00:00.000,gemini,spot,toke/usd,483.1661041889999
20221208,bitstamp,spot,storj/eur,193.43298999720056
2022-12-08,binance,spot,bch/usdt,4613002.435787745
2022-12-08,kraken,spot,bal/eur,2131.2290249658104
2022-12-08,kucoin,spot,mkr/eth,318.3823435954026
2022-12-08,kucoin,spot,kai/usdt,11822.850350244002
2022-12-08,coinbase,spot,perp/eur,13999.926738376464
2022-12-08,bittrex,spot,vlx/usdt,69.15656442715974
2022-12-08,kucoin,spot,dego/usdt,33855.43114349099
2022-12-08,binance,spot,hook/usdt,27390896.856467903
20221208,bitstamp,spot,fet/usd,5679.259614914664
2022-12-08,kucoin,spot,jam/eth,606.7116094972899
2022-12-08,binance,spot,highst/bnb,649047.0470196342
2022-12-08,binance,spot,gtc/busd,105294.76865418968
2022-12-08,binance,spot,xrp/usdt,107192397.45930274
2022-12-08,kraken,spot,bch/usdt,19540.94196485205
2022-12-08,kucoin,spot,mbl/usdt,40753.96143450864
2022-12-08,kraken,spot,xrp/usdt,169841.63353615755
2022-12-08,binance,spot,cvx/btc,602.513311762067
2022-12-08,bittrex,spot,zrx/usdt,4.5531407248016045
2022-12-08,binance,spot,lpt/btc,1444.7091564453983
2022-12-08,binance,spot,ava/usdt,160962.66102123217
2022-12-08,coinbase,spot,sand/usdt,3779.802200001411
2022-12-08,binance,spot,doge/try,3012917.591251747
2022-12-08,kucoin,spot,ava/usdt,26135.529662488
2022-12-08,bittrex,spot,mkr/eth,70.66394400416671
2022-12-08,binance,spot,sushi/btc,441407.9868634175
2022-12-08,kraken,spot,omg/jpy,8085.849629359673
2022-12-08,binance,spot,bat/btc,43872.05503143239
2022-12-08 00:00:00.000,gemini,spot,jam/usd,5370.712882915302
2022-12-08,kraken,spot,atom/gbp,4870.370436836084
2022-12-08,kraken,spot,eur/aud,23724.04335031211
2022-12-08 00:00:00.000,gemini,spot,1inch/usd,832.4568576105812
2022-12-08,kraken,spot,apt/eur,12035.60330570921
2022-12-08,binance,spot,mln/busd,59866.63077944744
2022-12-08,kucoin,spot,ltx/usdt,22867.321642542112
2022-12-08,bittrex,spot,wings/btc,4.761102265770659
2022-12-08,kucoin,spot,ftt/usdt,145158.05754678798
2022-12-08,binance,spot,inj/bnb,115378.32942689968
2022-12-08,binance,spot,powr/eth,47448.96473893478
2022-12-08,coinbase,spot,icp/btc,47121.65944137044
2022-12-08,binance,spot,gala/btc,14879.168302956748
2022-12-08,kucoin,spot,albt/eth,1137.477457273058
2022-12-08,kucoin,spot,algo/kcs,1462.510525562281
2022-12-08,binance,spot,eth/aud,346524.76976776094
2022-12-08,kraken,spot,qtum/btc,17429.327085383713
2022-12-08,binance,spot,adx/eth,138510.84894529913
2022-12-08,kraken,spot,snx/gbp,300.73491880549085
2022-12-08,kraken,spot,ocean/gbp,6113.861867135532
2022-12-08,kraken,spot,sushi/btc,851.7527932684825
2022-12-08,binance,spot,wan/usdt,411261.520958796
2022-12-08,kraken,spot,eth/aud,82655.76689940892
2022-12-08,binance,spot,bal/btc,37313.26768615506
2022-12-08,coinbase,spot,alice/usd,26243.849865919143
20221208,bitstamp,spot,link/usd,452629.63873331447
2022-12-08,kucoin,spot,bchabc/btc,989.9455341296344
2022-12-08,binance,spot,dusk/busd,95667.90785048068
2022-12-08,binance,spot,icp/btc,281170.6144068843
2022-12-08,kraken,spot,imx/eur,11761.65424081241
2022-12-08,bittrex,spot,sushi/btc,232.21911616114645
2022-12-08,binance,spot,mtl/usdt,693888.8279694357
2022-12-08,binance,spot,porto/try,1239495.463138799
2022-12-08,binance,spot,avax/btc,876710.5575962164
2022-12-08,kucoin,spot,qtum/btc,19004.705495456517
2022-12-08,kucoin,spot,avax/btc,30511.629837245186
2022-12-08,coinbase,spot,link/usd,12368379.741204774
2022-12-08,bittrex,spot,avax/btc,2067.9924991224543
2022-12-08,kraken,spot,ksm/usd,242229.71801593804
2022-12-08,kraken,spot,bal/btc,2372.9507778946577
2022-12-08,coinbase,spot,aioz/usdt,901.8036120110124
2022-12-08,binance,spot,alice/bnb,130566.82756736682
2022-12-08,binance,spot,qtum/btc,492294.2041620437
2022-12-08 00:00:00.000,gemini,spot,link/usd,129477.00143526866
2022-12-08,binance,spot,rose/eth,78550.16120815612
2022-12-08,binance,spot,one/try,49345.04277163363
2022-12-08,binance,spot,tlm/usdt,704674.7681604294
2022-12-08,kucoin,spot,xcur/btc,25084.613791141728
2022-12-08,coinbase,spot,nkn/usd,71438.99036000004
2022-12-08,coinbase,spot,dext/usdt,675.5525095398151
2022-12-08,coinbase,spot,qsp/usd,25574.198069999984
2022-12-08,binance,spot,mina/btc,21253.51404817016
2022-12-08,binance,spot,firo/btc,38848.794816916845
2022-12-08,kucoin,spot,knc/eth,256.92927386383934
2022-12-08,bittrex,spot,bat/btc,355.15117333711885
2022-12-08,kraken,spot,knc/eth,1328.9154694338483
2022-12-08,binance,spot,stx/busd,1017165.5435363728
2022-12-08,kraken,spot,xtz/eur,19784.86774278143
2022-12-08,binance,spot,venus/btc,72862.08533030224
2022-12-08,coinbase,spot,atom/gbp,16556.68816429293
2022-12-08,bittrex,spot,qnt/eth,96.62096946867489
2022-12-08,binance,spot,enj/brl,232188.14592786357
2022-12-08,binance,spot,highst/busd,1246136.9978876105
2022-12-08,kraken,spot,alice/usd,64.20928242160839
2022-12-08,binance,spot,bchabc/btc,21350.848970249903
2022-12-08,kucoin,spot,grt/kcs,220.95912285406536
2022-12-08,kucoin,spot,ltc/kcs,13850.435757724415
2022-12-08,coinbase,spot,mask/gbp,97431.78025578092
2022-12-08,binance,spot,cvp/eth,178667.28333866736
2022-12-08,binance,spot,vidt/busd,5130637.432457993
2022-12-08,binance,spot,apt/eur,35716.88559684401
2022-12-08,bittrex,spot,uqc/btc,5045.2528572701385
2022-12-08,binance,spot,aave/busd,659396.0610157835
2022-12-08,kucoin,spot,sys/usdt,37171.26221238636
2022-12-08,kraken,spot,matic/usd,2059526.35381004
2022-12-08,coinbase,spot,powr/usd,1758.68265675766
2022-12-08,kucoin,spot,vet/eth,9927.27229220089
2022-12-08,coinbase,spot,tru/btc,388.0955150252328
2022-12-08,binance,spot,bel/usdt,2397390.680348785
2022-12-08,kraken,spot,wbtc/usd,656.6090507863468
2022-12-08,kucoin,spot,orbs/usdt,19921.12486665114
2022-12-08,coinbase,spot,glm/usd,33396.025772891364
2022-12-08,binance,spot,flow/usdt,6553471.792983414
2022-12-08,binance,spot,xlm/usdt,3433726.3925906667
2022-12-08,bittrex,spot,sys/usdt,338.70383052534515
2022-12-05,kucoin,spot,zbc/usdt,20680.3108941986
2022-12-05,bittrex,spot,ont/btc,11.23992962200524
2022-12-05,binance,spot,uni/eth,163505.61340985235
2022-12-05,kucoin,spot,eosc/usdt,51429.4479288156
2022-12-05,binance,spot,torn/usdt,1807774.7379745557
2022-12-05,coinbase,spot,forth/gbp,42485.909797316905
2022-12-05,coinbase,spot,arpa/usdt,1063.4698374857232
2022-12-05,bittrex,spot,wxbtc/btc,11.963583031237429
2022-12-05,bittrex,spot,ens/usdt,50.51706984099815
2022-12-05,coinbase,spot,ada/usd,10407318.138700796
2022-12-05,binance,spot,usdt/rub,3402460.7477044705
2022-12-05 00:00:00.000,gemini,spot,usdc/usd,545494.4817116064
2022-12-05,kucoin,spot,velo/usdt,52997.67480556231
20221205,bitstamp,spot,eth/eur,4713975.13908268
2022-12-05,bittrex,spot,akro/btc,11.13172545131864
2022-12-05,kucoin,spot,ont/btc,15035.832494178749
2022-12-05,kucoin,spot,op/usdc,27011.874547873125
2022-12-05,binance,spot,1inch/usdt,4861661.9286661465
2022-12-05,binance,spot,zec/busd,219352.40099406877
2022-12-05 00:00:00.000,gemini,spot,yfi/usd,57252.07335297828
2022-12-05,binance,spot,shib/aud,171915.82178355264
2022-12-05,kraken,spot,ada/usd,3344742.4309662315
2022-12-05,kraken,spot,lsk/eur,22452.791959538343
2022-12-05,coinbase,spot,muse/usd,327932.89206899994
2022-12-05 00:00:00.000,gemini,spot,paxg/usd,18043.682422559094
2022-12-05,binance,spot,icp/try,259796.6099010477
2022-12-05,kucoin,spot,bnb/usdt,3998635.235728654
2022-12-05,bittrex,spot,vid/btc,3.0669081420230797
2022-12-05,binance,spot,mft/eth,93809.96735777071
2022-12-05,binance,spot,mdx/usdt,2459972.0229484853
2022-12-05,binance,spot,coti/bnb,127283.403544886
2022-12-05,binance,spot,xno/eth,33066.72326007422
2022-12-05,coinbase,spot,fida/eur,2685.32471657055
2022-12-05,kucoin,spot,unfi/usdt,122014.40706732406
20221205,bitstamp,spot,eur/usd,2898261.8883057423
2022-12-05,kraken,spot,eth/eur,14095420.598556334
2022-12-05,binance,spot,gbp/usdt,6862315.505776173
2022-12-05,coinbase,spot,near/usdt,27826.465861564397
2022-12-05,binance,spot,busd/dai,2161390.9885179875
2022-12-05,binance,spot,matic/eur,441203.2383132925
2022-12-05,binance,spot,bal/busd,947721.4046641652
2022-12-05 00:00:00.000,gemini,spot,eth/eur,5468.981420268759
2022-12-05,binance,spot,dexe/eth,48841.38409311418
2022-12-05,binance,spot,eth/eur,11294714.009593002
2022-12-05,binance,spot,cvc/usdt,362438.4901441979
2022-12-05,kraken,spot,usdc/usd,38645829.13267547
2022-12-05,binance,spot,wrx/bnb,75978.53315358212
2022-12-05,binance,spot,near/busd,5572782.913062019
2022-12-05,binance,spot,hot/usdt,2493066.773706176
2022-12-05,bittrex,spot,eth/usd,1146385.4298690746
2022-12-05,kraken,spot,xlm/eur,61811.49499673637
2022-12-05,binance,spot,eth/bidr,328682.370848278
2022-12-05,bittrex,spot,rvn/usdt,360.1457286415076
2022-12-05,bittrex,spot,dnt/btc,462.5406498106114
2022-12-05,bittrex,spot,ignis/btc,1094.168165570289
2022-12-05,coinbase,spot,wcfg/eur,2231.183210282016
2022-12-05,kucoin,spot,crv/usdt,164547.2287468578
2022-12-05,bittrex,spot,uni/eur,752.8642434830665
2022-12-05 00:00:00.000,gemini,spot,gal/usd,114.8130091067116
2022-12-05,bittrex,spot,trx/eth,24.826889901203053
2022-12-05,bittrex,spot,ubt/eth,1951.38508299326
2022-12-05,kraken,spot,eth/usd,31910811.7363491
2022-12-05,kucoin,spot,grt/usdt,178930.41069521263
2022-12-05,binance,spot,celr/bnb,48830.393898358
2022-12-05,kraken,spot,nmr/eur,19445.840607676448
2022-12-05,bittrex,spot,xym/usdt,156.98701712691016
2022-12-05,bittrex,spot,xrp/eur,17527.262683575456
2022-12-05,kucoin,spot,xtz/usdt,70832.84992176693
2022-12-05,bittrex,spot,crv/usdt,114.626601762472
2022-12-05,binance,spot,xlm/try,64925.21936027319
2022-12-05,kraken,spot,matic/gbp,9826.697019123078
2022-12-05,binance,spot,tribe/busd,123445.17145352722
2022-12-05,kraken,spot,mana/btc,9355.848369104146
2022-12-05,kucoin,spot,rfox/usdt,48697.93206170477
2022-12-05,binance,spot,xtz/usdt,1469065.8880397948
2022-12-05,binance,spot,yfi/usdt,6675885.253423841
2022-12-05,binance,spot,front/usdt,773470.7142317919
2022-12-05,binance,spot,pols/btc,102015.91656640732
2022-12-05,coinbase,spot,xlm/eur,86490.92128764826
2022-12-05,kucoin,spot,dot/usdt,1923446.8530886832
2022-12-05,kraken,spot,usdt/gbp,12299515.667439468
2022-12-05,binance,spot,auto/btc,233624.43075985365
2022-12-05,kucoin,spot,2crz/usdt,111497.43846095268
2022-12-05,binance,spot,zil/busd,447991.2084508855
2022-12-05,kraken,spot,sdn/usd,8575.79873771539
2022-12-05,kucoin,spot,aave/kcs,3132.680615327597
2022-12-05,coinbase,spot,nu/btc,30353.235797148576
2022-12-05,kucoin,spot,gst/usdt,32834.06944409984
2022-12-05,binance,spot,crv/usdt,6626793.77716442
2022-12-05 00:00:00.000,gemini,spot,eth/usd,5760126.620997138
2022-12-05,bittrex,spot,gleec/usdt,11.00267826960442
2022-12-05,bittrex,spot,ant/eth,9040.050272679631
2022-12-05,binance,spot,bnb/busd,60242538.049683705
2022-12-05,binance,spot,nexo/btc,335885.09878099745
2022-12-05 00:00:00.000,gemini,spot,comp/usd,37853.431054465625
2022-12-05,binance,spot,storj/btc,28473.840392242186
2022-12-05,coinbase,spot,op/usdt,60789.68181818334
2022-12-05,coinbase,spot,iotx/eur,2223.6430851426103
20221205,bitstamp,spot,omg/btc,2307.2423988135533
2022-12-05,binance,spot,utk/busd,703572.7006733689
2022-12-05,binance,spot,ltc/brl,300243.31689275644
2022-12-05,kucoin,spot,tel/eth,87921.32614736953
20221205,bitstamp,spot,gala/eur,1076.0246549149915
2022-12-05,binance,spot,gala/eur,365129.0654373943
2022-12-05,binance,spot,ilv/usdt,4079695.479160521
2022-12-05,binance,spot,ilv/busd,1829968.6312001487
2022-12-05,coinbase,spot,comp/usd,850583.388554772
20221205,bitstamp,spot,xlm/gbp,877.3295101863391
2022-12-05,binance,spot,mdx/btc,98833.31267020642
2022-12-05,kraken,spot,aave/eth,6080.065602813643
2022-12-05,kraken,spot,superf/usd,635.994112427453
2022-12-05,kucoin,spot,icp/usdt,528209.6423945393
2022-12-05,binance,spot,pivx/btc,1902917.9121486703
2022-12-05,binance,spot,eos/try,79641.73465334007
2022-12-05,binance,spot,badger/usdt,868097.7080834002
2022-12-05,binance,spot,ada/busd,11128249.102463229
2022-12-05,kraken,spot,comp/usd,66436.8436750688
2022-12-05,binance,spot,gmx/btc,164420.61688778904
2022-12-05,bittrex,spot,ape/usdt,3780.820193756564
2022-12-05,binance,spot,scrt/btc,74655.2707976702
2022-12-05,bittrex,spot,cel/usdt,32.92704444587664
2022-12-05,coinbase,spot,dai/usd,2139581.097181817
2022-12-05,bittrex,spot,guts/btc,30.829957476661043
2022-12-05,coinbase,spot,tru/eur,149.17190769359578
2022-12-05,binance,spot,kp3r/usdt,1581764.106546366
2022-12-05,binance,spot,mft/usdt,1815340.4834912017
2022-12-05,kucoin,spot,ape/usdt,3242967.3071337743
2022-12-05,binance,spot,loom/eth,24456.255593711358
2022-12-05,bittrex,spot,bch/eur,162.07738824456985
2022-12-05,binance,spot,stpt/usdt,113036.6294185376
2022-12-05,coinbase,spot,zen/usd,44190.55553
2022-12-05,binance,spot,coti/busd,490937.94363943575
2022-12-05,binance,spot,knc/usdt,1691542.6513777426
2022-12-05,kraken,spot,dai/usd,348832.8680510841
2022-12-05,kraken,spot,luna/usd,366793.0490300344
2022-12-05,coinbase,spot,shib/gbp,311249.7770923609
2022-12-05,binance,spot,sfp/usdt,5804940.226621076
2022-12-05,binance,spot,wnxm/usdt,4583775.555346224
2022-12-05,kucoin,spot,ygg/usdt,54816.21719715792
2022-12-05,coinbase,spot,index/usd,517871.26790212974
2022-12-05,bittrex,spot,etha/usdt,7.3603937379870095
2022-12-05,binance,spot,op/eur,35622.06103163887
20221205,bitstamp,spot,fet/eur,1806.232730583308
2022-12-05,binance,spot,spell/try,3728404.6155420775
2022-12-05,kraken,spot,waves/btc,6467.825543186485
2022-12-05,bittrex,spot,stpt/btc,4.967348320903348
2022-12-05,binance,spot,aca/busd,770471.3170506905
2022-12-05,coinbase,spot,matic/usdt,715944.2566146507
2022-12-05,binance,spot,idex/busd,481822.7785407186
2022-12-05,binance,spot,bch/eur,92466.6497965694
2022-12-05,bittrex,spot,blk/btc,722.1504273870056
2022-12-05,kucoin,spot,ela/eth,1564.173244954124
2022-12-05,kucoin,spot,nrg/btc,128361.21924150106
2022-12-05,kucoin,spot,kat/btc,832.8799153612041
2022-12-05,binance,spot,dia/busd,209451.33626612253
2022-12-05,binance,spot,qkc/eth,9963.13055147445
2022-12-05,bittrex,spot,usdt/vra,92940.66046864074
2022-12-05,coinbase,spot,c98/usdt,1504.130692344871
2022-12-05,kraken,spot,yfi/aud,21.318148393560545
2022-12-05,coinbase,spot,ern/usd,78651.84137603607
2022-12-05,binance,spot,cake/gbp,54762.28097614037
2022-12-05 00:00:00.000,gemini,spot,ern/usd,173.0486203366344
2022-12-05,kucoin,spot,req/btc,23243.272063490385
2022-12-05,kraken,spot,ray/usd,523.1298903682871
2022-12-05,binance,spot,xmr/btc,7895153.530394589
2022-12-05,coinbase,spot,ens/eur,30408.403978953596
2022-12-05,binance,spot,shib/usdt,51391775.05156834
2022-12-05,kucoin,spot,ampl/btc,798.9027522704456
2022-12-05,kraken,spot,xmr/btc,343192.43445462064
2022-12-05,bittrex,spot,enj/btc,3950.60885686512
2022-12-05,kraken,spot,eth/jpy,48617.05575984851
2022-12-05,kucoin,spot,xtz/kcs,651.7590469218111
2022-12-05,kucoin,spot,shib/usdt,6321517.769924008
2022-12-05,binance,spot,qi/usd,598603.70614
2022-12-05 00:00:00.000,gemini,spot,ray/usd,17.03762303377303
2022-12-05,bittrex,spot,vlx/btc,24.417784456916426
2022-12-05,kraken,spot,rad/usd,1453.14684350469
2022-12-05,kraken,spot,ada/aud,5040.481430833302
2022-12-05,kraken,spot,xrp/cad,12160.479512070791
2022-12-05,binance,spot,trb/btc,62656.0545169517
2022-12-05,kraken,spot,flow/eur,336.9772510588075
2022-12-05,kucoin,spot,kda/usdt,1895439.7940644491
2022-12-05,kucoin,spot,wax/btc,21746.599743086783
2022-12-05,binance,spot,rune/gbp,79907.76121379361
2022-12-05,bittrex,spot,cot/eth,12706.626240211584
2022-12-05,kucoin,spot,drgn/btc,12963.77443346548
2022-12-05,coinbase,spot,skl/gbp,519.0413411778754
2022-12-05,binance,spot,zec/btc,387033.2757402376
2022-12-05,kucoin,spot,key/eth,711.4775084855659
2022-12-05,binance,spot,etc/btc,950195.160989595
2022-12-05,binance,spot,people/btc,236764.9764517448
2022-12-05,kucoin,spot,cro/btc,119743.9308821008
2022-12-05,bittrex,spot,nxs/btc,1652.822605183875
2022-12-05,binance,spot,rad/usdt,1101399.2716924571
2022-12-05,bittrex,spot,zec/btc,6067.826713571401
2022-12-05,binance,spot,utk/btc,265799.02860551834
20221205,bitstamp,spot,perp/usd,140.11305560052202
2022-12-05,bittrex,spot,xdc/btc,82.24872007779636
2022-12-05,bittrex,spot,etc/btc,8316.163256785929
2022-12-05,kucoin,spot,oxen/eth,41114.37313177766
2022-12-05,binance,spot,mask/bnb,429319.6324351696
2022-12-05,bittrex,spot,repv2/eth,23.27674287726208
2022-12-05,kucoin,spot,num/usdt,22779.454671502317
20221205,bitstamp,spot,axs/usd,58801.86438933277
2022-12-05,binance,spot,btc/busd,2369509410.7501087
20221205,bitstamp,spot,enj/usd,132.3115625005231
2022-12-05,kraken,spot,zec/btc,2403.096461325085
2022-12-05,kraken,spot,ftm/eur,67018.45278105955
2022-12-05,binance,spot,xrp/brl,132762.68378187672
2022-12-05,bittrex,spot,xdc/eur,1.4835029895350291
2022-12-05,kucoin,spot,omg/usdt,19753.280822212437
2022-12-05,bittrex,spot,waxp/eth,1049.9983451857909
2022-12-05,binance,spot,uni/bnb,302328.6980744863
2022-12-05,binance,spot,near/eur,95749.238636842
20221205,bitstamp,spot,near/eur,33074.80910313627
2022-12-05,coinbase,spot,doge/eur,1842143.8275908297
